name,fuel,seller_type,transmission,owner
Mahindra Xylo H4,Diesel,Individual,Manual,Third Owner
Renault Duster 85PS Diesel RxL Optional,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Trend BSIV,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.1L,Petrol,Individual,Manual,First Owner
Hyundai i10 Sportz,Petrol,Individual,Manual,First Owner
Ford Classic 1.4 Duratorq LXI,Diesel,Individual,Manual,First Owner
Toyota Fortuner 3.0 Diesel,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.6 VTVT,Petrol,Individual,Manual,First Owner
Chevrolet Aveo U-VA 1.2,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Third Owner
Hyundai EON Magna Plus,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 Diesel Titanium,Diesel,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel EXI,Diesel,Dealer,Manual,Second Owner
Honda Jazz 1.5 S i DTEC,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 GX 8 STR BSIV,Diesel,Dealer,Manual,First Owner
Tata New Safari DICOR 2.2 VX 4x2,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,First Owner
BMW 3 Series 320d Luxury Line,Diesel,Individual,Automatic,First Owner
Ford Freestyle Titanium Plus Diesel BSIV,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner
Maruti Ertiga SHVS VDI,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus ZLX,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI Plus,Diesel,Individual,Manual,First Owner
Fiat Grande Punto EVO 90HP 1.3 Sport,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz AT,Petrol,Individual,Automatic,First Owner
Volkswagen Vento 1.6 Highline,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 LXI,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI Minor,Petrol,Individual,Manual,Second Owner
Fiat Grande Punto Emotion 90Hp,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 SX,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 V Diesel 7-seater,Diesel,Individual,Manual,Third Owner
Maruti 800 AC,Petrol,Individual,Manual,Second Owner
Honda City i DTEC VX,Diesel,Individual,Manual,First Owner
Volkswagen Vento New Diesel Highline,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
Maruti Swift ZDi,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,Diesel,Individual,Manual,First Owner
Mahindra Scorpio S10 7 Seater,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,LPG,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio LX,Diesel,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,Petrol,Individual,Manual,First Owner
Ford Fiesta Classic 1.6 Duratec CLXI,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,Petrol,Individual,Manual,Second Owner
Tata Sumo Gold EX BSIII,Diesel,Individual,Manual,First Owner
Mahindra Bolero DI,Diesel,Individual,Manual,First Owner
Maruti A-Star AT VXI,Petrol,Individual,Automatic,First Owner
Chevrolet Cruze LTZ,Diesel,Individual,Manual,Third Owner
Tata Hexa XM,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,Second Owner
Nissan Terrano XL Plus ICC WT20 SE,Diesel,Individual,Manual,First Owner
Mitsubishi Pajero Sport 4X4,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
Maruti Ertiga VDI,Diesel,Individual,Manual,First Owner
Hyundai Accent Executive CNG,CNG,Dealer,Manual,Second Owner
Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner
Maruti Swift VXI,Petrol,Individual,Manual,First Owner
Renault KWID RXE,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 E Plus,Petrol,Individual,Manual,First Owner
Maruti Eeco CNG 5 Seater AC BSIV,CNG,Individual,Manual,First Owner
Ford Figo 1.2P Titanium MT,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI DUO BSIII,LPG,Individual,Manual,First Owner
Toyota Fortuner 3.0 Diesel,Diesel,Individual,Manual,Second Owner
Audi A6 2.8 FSI,Petrol,Individual,Automatic,Third Owner
Hyundai Xcent 1.2 CRDi S,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Diesel,Individual,Manual,Second Owner
Hyundai Santa Fe 4X4,Diesel,Individual,Manual,First Owner
Honda Amaze E i-Vtech,Petrol,Individual,Manual,Second Owner
Toyota Corolla Altis Diesel D4DG,Diesel,Individual,Manual,First Owner
Jeep Compass 2.0 Longitude Option BSIV,Diesel,Individual,Manual,First Owner
Nissan Terrano XL 110 PS,Diesel,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,Diesel,Individual,Manual,Second Owner
Mahindra Thar 4X2,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire LXI Option,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aura Plus 1.3 Quadrajet,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 G1 BSIV,Diesel,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W7 BSIV,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Asta Option,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 GX 8 STR BSIV,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,Diesel,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner
Maruti Baleno RS 1.0 Petrol,Petrol,Individual,Manual,First Owner
Skoda Superb Ambition 2.0 TDI CR AT,Diesel,Dealer,Automatic,First Owner
Nissan Terrano XL Plus 85 PS,Diesel,Dealer,Manual,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,Diesel,Dealer,Manual,First Owner
Renault Scala Diesel RxL,Diesel,Dealer,Manual,First Owner
Skoda Rapid 1.5 TDI Ambition,Diesel,Individual,Manual,First Owner
Skoda Superb LK 1.8 TSI AT,Petrol,Dealer,Automatic,First Owner
Ford Fiesta 1.5 TDCi Titanium,Diesel,Dealer,Manual,Third Owner
Mahindra Quanto C6,Diesel,Individual,Manual,First Owner
Volkswagen Jetta 1.9 TDI Comfortline DSG,Diesel,Individual,Automatic,First Owner
Maruti Ciaz 1.4 AT Zeta,Petrol,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Magna,Diesel,Dealer,Manual,First Owner
Chevrolet Cruze LTZ AT,Diesel,Dealer,Automatic,First Owner
Mahindra XUV500 AT W8 FWD,Diesel,Individual,Automatic,Second Owner
Honda City 1.5 EXI,Petrol,Individual,Manual,Third Owner
Fiat Linea 1.3 Emotion,Diesel,Individual,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline AT,Diesel,Dealer,Automatic,First Owner
Honda Amaze VX AT i-Vtech,Petrol,Dealer,Automatic,First Owner
Chevrolet Spark 1.0 LS,Petrol,Individual,Manual,Third Owner
Maruti Baleno Delta Diesel,Diesel,Dealer,Manual,First Owner
Maruti S-Cross Alpha DDiS 200 SH,Diesel,Dealer,Manual,First Owner
Hyundai i20 1.2 Asta Option,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing GLS,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,Third Owner
Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T4 Plus,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 Asta,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo LXI Green (CNG),CNG,Individual,Manual,Fourth & Above Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,Diesel,Individual,Manual,Second Owner
Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus ZLX,Diesel,Individual,Manual,First Owner
Tata Winger Deluxe - Hi Roof (AC),Diesel,Individual,Manual,Third Owner
Renault Lodgy 85PS RxL,Diesel,Individual,Manual,First Owner
Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
Audi Q3 2.0 TDI Quattro Premium Plus,Diesel,Dealer,Automatic,First Owner
Tata Hexa XTA,Diesel,Individual,Automatic,First Owner
Mahindra Xylo D4,Diesel,Individual,Manual,First Owner
Datsun RediGO AMT 1.0 S,Petrol,Individual,Automatic,First Owner
Tata Zest Revotron 1.2T XMS,Petrol,Dealer,Manual,Second Owner
Audi A6 2.0 TDI  Design Edition,Diesel,Dealer,Automatic,First Owner
Maruti Zen LX,Petrol,Individual,Manual,Fourth & Above Owner
Nissan Sunny XL D,Diesel,Individual,Manual,First Owner
Audi Q3 35 TDI Quattro Technology,Diesel,Dealer,Automatic,First Owner
Honda Brio VX,Petrol,Dealer,Manual,First Owner
Tata Indigo CR4,Diesel,Individual,Manual,First Owner
Audi Q5 2.0 TFSI Quattro Premium Plus,Petrol,Dealer,Automatic,First Owner
Hyundai Santro Xing XL eRLX Euro III,Petrol,Dealer,Manual,Second Owner
Maruti 800 AC,Petrol,Individual,Manual,Second Owner
Honda Jazz Select Edition,Petrol,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire AMT VXI,Petrol,Individual,Automatic,First Owner
Hyundai Creta 1.6 SX Automatic,Petrol,Dealer,Automatic,First Owner
Datsun GO T Petrol,Petrol,Dealer,Manual,First Owner
Mahindra Xylo D4,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,Diesel,Individual,Automatic,First Owner
Honda City i-DTEC SV,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 Asta,Petrol,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,Diesel,Dealer,Manual,First Owner
Hyundai i20 Sportz 1.2,Petrol,Dealer,Manual,First Owner
Hyundai i20 Sportz 1.2,Petrol,Dealer,Manual,First Owner
Hyundai Getz 1.5 CRDi GVS,Diesel,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline,Diesel,Dealer,Manual,First Owner
Mercedes-Benz E-Class 280 CDI Elegance,Diesel,Dealer,Automatic,First Owner
Audi RS7 2015-2019 Sportback Performance,Petrol,Dealer,Automatic,First Owner
Audi Q5 3.0 TDI Quattro Technology,Diesel,Dealer,Automatic,First Owner
MG Hector Smart AT,Petrol,Dealer,Automatic,First Owner
Land Rover Range Rover 4.4 Diesel LWB Vogue SE,Diesel,Dealer,Automatic,First Owner
Honda City VX CVT,Petrol,Dealer,Automatic,First Owner
Mahindra Xylo D4,Diesel,Dealer,Manual,First Owner
Mahindra Verito 1.5 D4 BSIV,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI Plus,Petrol,Individual,Manual,First Owner
Nissan Micra Active XV,Petrol,Dealer,Manual,First Owner
Volkswagen Vento 1.5 TDI Highline,Diesel,Dealer,Manual,First Owner
BMW 5 Series 520d Luxury Line,Diesel,Dealer,Automatic,First Owner
Chevrolet Aveo U-VA 1.2 LS,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 VTVT S,Petrol,Individual,Manual,First Owner
Maruti Alto LX,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI BS IV,Petrol,Individual,Manual,First Owner
Hyundai Santro Xing XS,Petrol,Individual,Manual,Second Owner
Volkswagen Polo GT 1.0 TSI,Petrol,Individual,Automatic,First Owner
Tata Indigo CR4,Diesel,Individual,Manual,First Owner
Hyundai Getz GLX,Petrol,Individual,Manual,First Owner
Tata Bolt Revotron XM,Petrol,Individual,Manual,First Owner
Datsun GO Plus T Option,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.4 CRDi (Diesel),Diesel,Dealer,Manual,Second Owner
Tata Indica GLS BS IV,Petrol,Individual,Manual,Third Owner
Volkswagen Vento Petrol Highline,Petrol,Individual,Manual,Second Owner
Hyundai Santro LS zipPlus,Petrol,Individual,Manual,First Owner
Mahindra XUV500 AT W6 2WD,Diesel,Individual,Automatic,First Owner
Maruti Wagon R LXI,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Sail Hatchback LT ABS,Diesel,Individual,Manual,First Owner
Honda City 1.3 EXI,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus Sports Edition,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI AT Ambition BSIV,Petrol,Individual,Automatic,First Owner
Ambassador CLASSIC 1500 DSL AC,Diesel,Individual,Manual,Second Owner
Fiat Linea T Jet Emotion,Petrol,Individual,Manual,Second Owner
Renault Scala Diesel RxL,Diesel,Individual,Manual,First Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,Petrol,Individual,Manual,First Owner
Maruti Gypsy King HT BSIV,Petrol,Individual,Manual,Third Owner
Maruti 800 AC Uniq,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 VX 8 STR,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,Diesel,Individual,Manual,First Owner
Tata Sumo Gold EX BSIII,Diesel,Individual,Manual,First Owner
Mahindra Renault Logan 1.5 DLX Diesel,Diesel,Individual,Manual,Third Owner
Toyota Etios GD,Diesel,Individual,Manual,Second Owner
Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
Nissan Micra Diesel XV,Diesel,Individual,Manual,First Owner
Renault Lodgy Stepway 85PS RXZ 8S,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Tata Aria Pleasure 4x2,Diesel,Individual,Manual,Second Owner
Honda Accord 2.4 MT,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,Petrol,Individual,Manual,Third Owner
Chevrolet Cruze LT,Diesel,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Titanium,Diesel,Dealer,Manual,First Owner
Honda City i-DTEC ZX,Diesel,Dealer,Manual,First Owner
Honda BR-V i-DTEC VX MT,Diesel,Dealer,Manual,First Owner
Honda WR-V i-VTEC VX,Petrol,Dealer,Manual,First Owner
Honda City i VTEC VX,Petrol,Dealer,Manual,First Owner
Honda Jazz 1.5 V i DTEC,Diesel,Dealer,Manual,First Owner
Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner
Honda BR-V i-VTEC VX MT,Petrol,Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,Petrol,Dealer,Manual,First Owner
Honda City i DTEC SV,Diesel,Dealer,Manual,First Owner
Maruti 800 Std,Petrol,Individual,Manual,First Owner
Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
Hyundai i10 Era,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GL,Petrol,Individual,Manual,First Owner
Ford Figo Aspire Facelift,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.4 VTVT,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,Petrol,Dealer,Manual,First Owner
Honda City i DTEC VX,Diesel,Individual,Manual,First Owner
Hyundai i10 Sportz,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,Diesel,Individual,Manual,First Owner
Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner
Mahindra TUV 300 T8,Diesel,Individual,Manual,First Owner
Tata Indigo CS eLS BS IV,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi ABS,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,Petrol,Individual,Manual,Second Owner
Mahindra Xylo H8 ABS with Airbags,Diesel,Individual,Manual,First Owner
Hyundai Accent CRDi,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 TDI PRESTIGE,Diesel,Individual,Manual,Second Owner
Maruti Swift ZDi,Diesel,Dealer,Manual,First Owner
Hyundai Santro Xing GLS,Petrol,Dealer,Manual,First Owner
Maruti Wagon R VXI BS IV,Petrol,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxE,Diesel,Dealer,Manual,First Owner
Maruti Swift VXI,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi BSIII,Petrol,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxZ,Diesel,Dealer,Manual,First Owner
Honda City S,Petrol,Dealer,Manual,First Owner
Mercedes-Benz GLS 2016-2020 350d 4MATIC,Diesel,Dealer,Automatic,First Owner
Maruti Swift Dzire VDI,Diesel,Dealer,Manual,First Owner
Mahindra Xylo E6,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner
Maruti Ciaz ZXi,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner
Ford Figo Diesel Titanium,Diesel,Individual,Manual,First Owner
Fiat Palio 1.2 Sport,Petrol,Individual,Manual,Second Owner
Tata Manza Aqua Quadrajet BS IV,Diesel,Individual,Manual,First Owner
Mahindra Verito 1.5 D2 BSIII,Diesel,Individual,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Option,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LT,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire LDi,Diesel,Individual,Manual,Third Owner
Maruti Zen LX,Petrol,Individual,Manual,Second Owner
Fiat Punto EVO 1.3 Dynamic,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,Petrol,Individual,Manual,Second Owner
Volkswagen Jetta 1.9 TDI Trendline,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,Petrol,Individual,Manual,Third Owner
Maruti Zen LX,Petrol,Individual,Manual,Fourth & Above Owner
Ford Figo Diesel ZXI,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,Petrol,Individual,Manual,Third Owner
Mahindra XUV500 W8 2WD,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner
Fiat Punto 1.3 Emotion,Diesel,Individual,Manual,Third Owner
Tata Indigo Grand Petrol,Petrol,Individual,Manual,Second Owner
Hyundai Creta 1.6 VTVT S,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,Petrol,Individual,Manual,First Owner
Maruti Celerio Green VXI,CNG,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,Petrol,Individual,Manual,First Owner
Chevrolet Sail 1.2 Base,Petrol,Individual,Manual,First Owner
Tata Indigo Grand Petrol,Petrol,Individual,Manual,First Owner
Tata New Safari 4X2,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Sail Hatchback LT ABS,Diesel,Individual,Manual,First Owner
Honda City 1.3 EXI,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Diesel,Individual,Manual,First Owner
Maruti Swift VXI,Petrol,Individual,Manual,First Owner
Maruti Alto LX BSIII,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus Sports Edition,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
Skoda Rapid 1.6 MPI AT Ambition BSIV,Petrol,Individual,Automatic,First Owner
Ambassador CLASSIC 1500 DSL AC,Diesel,Individual,Manual,Second Owner
Fiat Linea T Jet Emotion,Petrol,Individual,Manual,Second Owner
Renault Scala Diesel RxL,Diesel,Individual,Manual,First Owner
